"About us (Magento CMS)","About us (Magento CMS)"
"About us","About us"
"Add a discount code","Add a discount code"
"Add discount code","Add discount code"
"Add to cart","Add to cart"
"Add to compare","Add to compare"
"Add to favorite","Add to favorite"
"Allow notification about the order","Allow notification about the order"
"Already have an account?","Already have an account?"
"Are you sure you would like to remove all the items from the shopping cart?","Are you sure you would like to remove all the items from the shopping cart?"
"Are you sure you would like to remove all the items from the shopping cart?","Are you sure you would like to remove all the items from the shopping cart?"
"Are you sure you would like to remove all the items from the wishlist?","Are you sure you would like to remove all the items from the wishlist?"
"Are you sure?","Are you sure?"
"Author","Author"
"Authorization in progress ...","Authorization in progress ..."
"Awesome! You have been successfully registered and logged in now!","Awesome! You have been successfully registered and logged in now!"
"Back to login","Back to login"
"Back","Back"
"Billing address","Billing address"
"By continuing to use our website without changing the settings, you are agreeing to our use of cookies.","By continuing to use our website without changing the settings, you are agreeing to our use of cookies."
"Can\'t delete a default shipping nor billing address.","Can\'t delete a default shipping nor billing address."
"Cancel","Cancel"
"Care instructions","Care instructions"
"Cash on delivery","Cash on delivery"
"Change my password","Change my password"
"Checkout this out: {name} for {price}","Checkout this out: {name} for {price}"
"Choose an option","Choose an option"
"Choose options","Choose options"
"Choose size","Choose size"
"Choose {attribute}","Choose {attribute}"
"City *","City *"
"City","City"
"Clear cart","Clear cart"
"Clear filters","Clear filters"
"Clear wishlist","Clear wishlist"
"Clear","Clear"
"Click here to add a new one","Click here to add a new one"
"Close","Close"
"Cms Page Sync","Cms Page Sync"
"Columns","Columns"
"Company name *","Company name *"
"Compare products","Compare products"
"Confirm your order","Confirm your order"
"Contact us","Contact us"
"Continue to payment","Continue to payment"
"Continue to shipping","Continue to shipping"
"Copy address data from shipping","Copy address data from shipping"
"Country *","Country *"
"Country","Country"
"Coupon","Coupon"
"Create a new account","Create a new account"
"Current password","Current password"
"Currently in pre-order","Currently in pre-order"
"Currently out of stock","Currently out of stock"
"Custom Cms Page","Custom Cms Page"
"Customer service (Magento CMS)","Customer service (Magento CMS)"
"Customer service","Customer service"
"DPD Courier","DPD Courier"
"Date and time","Date and time"
"Date of birth","Date of birth"
"Date","Date"
"Deadline for entries is {showTo}. The decision is final.","Deadline for entries is {showTo}. The decision is final."
"Default billing address","Default billing address"
"Default shipping address","Default shipping address"
"Delete","Delete"
"Delivery","Delivery"
"Departments","Departments"
"Discount code","Discount code"
"Discount","Discount"
"Don't hesitate and","Don't hesitate and"
"E-mail address","E-mail address"
"E-mail us at <b>demo@vuestorefront.io</b> with any questions, suggestions how we could improve products or shopping experience","E-mail us at <b>demo@vuestorefront.io</b> with any questions, suggestions how we could improve products or shopping experience"
"Edit newsletter preferences","Edit newsletter preferences"
"Edit payment","Edit payment"
"Edit personal details","Edit personal details"
"Edit profile","Edit profile"
"Edit shipping","Edit shipping"
"Edit your profile","Edit your profile"
"Edit your shipping details","Edit your shipping details"
"Edit","Edit"
"Email address *","Email address *"
"Email address","Email address"
"English","English"
"Enter your email address. After submit you will receive an email with an reset-link.","Enter your email address. After submit you will receive an email with an reset-link."
"Erin recommends","Erin recommends"
"Error while sending reset password e-mail","Error while sending reset password e-mail"
"Error","Error"
"Everything new","Everything new"
"Extension developers would like to thank you for placing an order!","Extension developers would like to thank you for placing an order!"
"Features","Features"
"Female","Female"
"Field is required","Field is required"
"Filter by categories","Filter by categories"
"Filter by categories","Filter by categories"
"Filter {label}","Filter {label}"
"Filter","Filter"
"Filters","Filters"
"First name","First name"
"Forgot the password?","Forgot the password?"
"Forgot your house number?","Forgot your house number?"
"Gender","Gender"
"General agreement","General agreement"
"German","German"
"Germany","Germany"
"Get inspired","Get inspired"
"Give a feedback","Give a feedback"
"Go review the order","Go review the order"
"Go to Facebook","Go to Facebook"
"Go to Instagram","Go to Instagram"
"Go to Pinterest","Go to Pinterest"
"Go to Youtube","Go to Youtube"
"Go to checkout","Go to checkout"
"Help","Help"
"Hi {firstname}","Hi {firstname}"
"Home","Home"
"House/Apartment number *","House/Apartment number *"
"House/Apartment number","House/Apartment number"
"How did you like it?","How did you like it?"
"I accept ","I accept "
"I accept terms and conditions","I accept terms and conditions"
"I agree to","I agree to"
"I have a company and want to receive an invoice for every order","I have a company and want to receive an invoice for every order"
"I have read and agree with the {terms}, {policy} and {return}.","I have read and agree with the {terms}, {policy} and {return}."
"I want to create an account","I want to create an account"
"I want to create an account'","I want to create an account'"
"I want to generate an invoice for the company","I want to generate an invoice for the company"
"I want to receive a newsletter","I want to receive a newsletter"
"I want to receive a newsletter, and agree to its terms","I want to receive a newsletter, and agree to its terms"
"If you need assistance you can drop {link}.","If you need assistance you can drop {link}."
"In sale","In sale"
"In stock & shippable","In stock & shippable"
"Instant Checkout","Instant Checkout"
"Internal Server Error 500","Internal Server Error 500"
"Invalid characters.","Invalid characters."
"Italian","Italian"
"Italy","Italy"
"Items ordered","Items ordered"
"Kidswear","Kidswear"
"Last name","Last name"
"Last update","Last update"
"Latest","Latest"
"Latest","Latest"
"Legal notice","Legal notice"
"Load more","Load more"
"Log in to your account","Log in to your account"
"Log in","Log in"
"Login to your account","Login to your account"
"Login with Facebook","Login with Facebook"
"Logout of Facebook","Logout of Facebook"
"Logout","Logout"
"Magazine","Magazine"
"Male","Male"
"Men's fashion","Men's fashion"
"More info's","More info's"
"My Account","My Account"
"My Recently viewed products","My Recently viewed products"
"My account","My account"
"My addresses","My addresses"
"My addresses","My addresses"
"My coupons","My coupons"
"My loyalty card","My loyalty card"
"My newsletter","My newsletter"
"My order","Meine Bestellung"
"My orders","My orders"
"My product reviews","My product reviews"
"My product-alerts","My product-alerts"
"My profile","My profile"
"Name must have at least 2 letters.","Name must have at least 2 letters."
"Name must have at least 3 letters.","Name must have at least 3 letters."
"New Luma Yoga Collection","New Luma Yoga Collection"
"New address","New address"
"New password *","New password *"
"Newsletter","Newsletter"
"No informations","No informations"
"No orders yet","No orders yet"
"No products found!","No products found!"
"No products yet","No products yet"
"No results found","No results found"
"No results were found.","No results were found."
"No reviews have been posted yet. Please don't hesitate to share Your opinion and write the first review!","No reviews have been posted yet. Please don't hesitate to share Your opinion and write the first review!"
"Not available in time","Not available in time"
"Not yet an account?","Not yet an account?"
"Oh great, you are already subscribed.","Oh great, you are already subscribed."
"Only a few left","Only a few left"
"Only alphanumeric characters are allowed.","Only alphanumeric characters are allowed."
"Open menu","Open menu"
"Open microcart","Open microcart"
"Open my account","Open my account"
"Open search panel","Open search panel"
"Open wishlist","Open wishlist"
"Order ID","Order ID"
"Order Summary","Order Summary"
"Order confirmation","Order confirmation"
"Order","Order"
"Order-Review","Order-Review"
"Orders","Orders"
"Our {department}","Our {department}"
"Participate now!","Participate now!"
"Password has successfully been changed","Password has successfully been changed"
"Password must have at least 8 letters.","Password must have at least 8 letters."
"Password","Password"
"Passwords must be identical","Passwords must be identical"
"Passwords must be identical.","Passwords must be identical."
"Payment method","Payment method"
"Payment","Payment"
"Pcs.","Pcs."
"Personal Details","Personal Details"
"Phone Number","Phone Number"
"Phone number may be needed by carrier","Phone number may be needed by carrier"
"Place the order","Place the order"
"Please change Your search criteria and try again.","Please change Your search criteria and try again."
"Please check if all data are correct","Please check if all data are correct"
"Please confirm order you placed when you was offline","Please confirm order you placed when you was offline"
"Please provide valid e-mail address.","Please provide valid e-mail address."
"Please try again or contact our customer-support.","Please try again or contact our customer-support."
"Please wait","Please wait"
"Postcode","Postleitzahl"
"Price ","Price "
"Price (High to low)","Price (High to low)"
"Price (Low to high)","Price (Low to high)"
"Price","Price"
"Price: High to low","Price: High to low"
"Price: Low to high","Price: Low to high"
"Privacy Policy","Privacy Policy"
"Product Name","Product Name"
"Product details","Product details"
"Product details","Product details"
"Productdetails","Productdetails"
"Products","Products"
"Purchase","Purchase"
"Qty","Qty"
"Quantity","Quantity"
"Read less","Read less"
"Read more","Read more"
"Register an account","Register an account"
"Register now","Register now"
"Register with Facebook","Register with Facebook"
"Register","Register"
"Release date","Release date"
"Remake order","Remake order"
"Remember me","Remember me"
"Remove discount code","Remove discount code"
"Remove from compare","Remove from compare"
"Remove","Remove"
"Repeat new password *","Repeat new password *"
"Repeat password","Repeat password"
"Request size","Request size"
"Reset password","Reset password"
"Resetting the password ... ","Resetting the password ... "
"Return Instructions","Return Instructions"
"Return Policy","Return Policy"
"Return to log in","Return to log in"
"Return to shopping","Return to shopping"
"Returns","Returns"
"Review order","Review order"
"Review order","Review order"
"Review your order #{orderId}","Review your order #{orderId}"
